_id,date,dateString,devices,group,lat,lng
ObjectId(604ee3ac7c0bc3003c4e0df4),2021-03-15T04:33:48.365Z,"3/15/2021, 11:33:48 AM",[],ObjectId(6048a2e17910af0028660756),13.727617,100.775101
ObjectId(604ee4d87c0bc3003c4e0dfe),2021-03-15T04:38:48.568Z,"3/15/2021, 11:38:48 AM",[],ObjectId(6048a2e17910af0028660756),13.727671,100.77507
ObjectId(604ee6047c0bc3003c4e0e0e),2021-03-15T04:43:48.615Z,"3/15/2021, 11:43:48 AM",[],ObjectId(6048a2e17910af0028660756),13.727744,100.775078
ObjectId(605043607c0bc3003c4e0e1e),2021-03-16T05:34:24.254Z,"3/16/2021, 12:34:24 PM",[],ObjectId(6048a2e17910af0028660756),0,0
ObjectId(605049b97c0bc3003c4e0e20),2021-03-16T06:01:29.114Z,"3/16/2021, 1:01:29 PM",[],ObjectId(6048a2e17910af0028660756),0,0
ObjectId(60504c117c0bc3003c4e0e30),2021-03-16T06:11:29.372Z,"3/16/2021, 1:11:29 PM",[],ObjectId(6048a2e17910af0028660756),13.727699,100.775017
ObjectId(60504d3c7c0bc3003c4e0e40),2021-03-16T06:16:28.819Z,"3/16/2021, 1:16:28 PM",[],ObjectId(6048a2e17910af0028660756),13.727704,100.775032
ObjectId(60504e697c0bc3003c4e0e50),2021-03-16T06:21:29.000Z,"3/16/2021, 1:21:29 PM",[],ObjectId(6048a2e17910af0028660756),13.727703,100.77504
ObjectId(60504f947c0bc3003c4e0e60),2021-03-16T06:26:28.901Z,"3/16/2021, 1:26:28 PM",[],ObjectId(6048a2e17910af0028660756),13.727704,100.77504
ObjectId(605050c07c0bc3003c4e0e70),2021-03-16T06:31:28.986Z,"3/16/2021, 1:31:28 PM",[],ObjectId(6048a2e17910af0028660756),13.727712,100.77504
ObjectId(605051ed7c0bc3003c4e0e80),2021-03-16T06:36:29.025Z,"3/16/2021, 1:36:29 PM",[],ObjectId(6048a2e17910af0028660756),13.727719,100.775047
ObjectId(605053197c0bc3003c4e0e90),2021-03-16T06:41:28.999Z,"3/16/2021, 1:41:28 PM",[],ObjectId(6048a2e17910af0028660756),13.727719,100.775047
ObjectId(605054457c0bc3003c4e0ea0),2021-03-16T06:46:29.129Z,"3/16/2021, 1:46:29 PM",[],ObjectId(6048a2e17910af0028660756),13.727716,100.77504
ObjectId(605055717c0bc3003c4e0eb0),2021-03-16T06:51:29.064Z,"3/16/2021, 1:51:29 PM",[],ObjectId(6048a2e17910af0028660756),13.727715,100.77504
ObjectId(6050569d7c0bc3003c4e0ec0),2021-03-16T06:56:29.183Z,"3/16/2021, 1:56:29 PM",[],ObjectId(6048a2e17910af0028660756),13.727694,100.775063
ObjectId(605058f57c0bc3003c4e0ed0),2021-03-16T07:06:29.753Z,"3/16/2021, 2:06:29 PM",[],ObjectId(6048a2e17910af0028660756),13.727734,100.775032
ObjectId(60505a217c0bc3003c4e0ee0),2021-03-16T07:11:29.210Z,"3/16/2021, 2:11:29 PM",[],ObjectId(6048a2e17910af0028660756),13.727729,100.775032
ObjectId(60505b4d7c0bc3003c4e0ef0),2021-03-16T07:16:29.329Z,"3/16/2021, 2:16:29 PM",[],ObjectId(6048a2e17910af0028660756),13.727727,100.775032
ObjectId(60505c797c0bc3003c4e0f00),2021-03-16T07:21:29.298Z,"3/16/2021, 2:21:29 PM",[],ObjectId(6048a2e17910af0028660756),13.727729,100.775032
ObjectId(60505da57c0bc3003c4e0f10),2021-03-16T07:26:29.462Z,"3/16/2021, 2:26:29 PM",[],ObjectId(6048a2e17910af0028660756),13.727726,100.77504
ObjectId(60506b237c0bc3003c4e0f20),2021-03-16T08:24:03.840Z,"3/16/2021, 3:24:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727743,100.775078
ObjectId(60506c4f7c0bc3003c4e0f30),2021-03-16T08:29:03.474Z,"3/16/2021, 3:29:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727736,100.775078
ObjectId(60506d7b7c0bc3003c4e0f40),2021-03-16T08:34:03.821Z,"3/16/2021, 3:34:03 PM",[],ObjectId(6048a2e17910af0028660756),13.72765,100.77507
ObjectId(60506ea77c0bc3003c4e0f50),2021-03-16T08:39:03.505Z,"3/16/2021, 3:39:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727674,100.775078
ObjectId(60506fd37c0bc3003c4e0f60),2021-03-16T08:44:03.504Z,"3/16/2021, 3:44:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727693,100.775078
ObjectId(605070ff7c0bc3003c4e0f70),2021-03-16T08:49:03.607Z,"3/16/2021, 3:49:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727696,100.775085
ObjectId(6050722b7c0bc3003c4e0f80),2021-03-16T08:54:03.612Z,"3/16/2021, 3:54:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727705,100.775085
ObjectId(605073577c0bc3003c4e0f90),2021-03-16T08:59:03.600Z,"3/16/2021, 3:59:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727704,100.775085
ObjectId(605074837c0bc3003c4e0fa0),2021-03-16T09:04:03.687Z,"3/16/2021, 4:04:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727759,100.775093
ObjectId(605075b07c0bc3003c4e0fb0),2021-03-16T09:09:04.785Z,"3/16/2021, 4:09:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727763,100.775093
ObjectId(605076db7c0bc3003c4e0fc0),2021-03-16T09:14:03.760Z,"3/16/2021, 4:14:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727739,100.775093
ObjectId(605078077c0bc3003c4e0fd0),2021-03-16T09:19:03.821Z,"3/16/2021, 4:19:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727733,100.775093
ObjectId(605079337c0bc3003c4e0fe0),2021-03-16T09:24:03.788Z,"3/16/2021, 4:24:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727733,100.775093
ObjectId(60507a5f7c0bc3003c4e0ff0),2021-03-16T09:29:03.853Z,"3/16/2021, 4:29:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727732,100.775093
ObjectId(60507b8b7c0bc3003c4e1000),2021-03-16T09:34:03.840Z,"3/16/2021, 4:34:03 PM",[],ObjectId(6048a2e17910af0028660756),13.72774,100.775078
ObjectId(60507cb87c0bc3003c4e1010),2021-03-16T09:39:04.032Z,"3/16/2021, 4:39:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727745,100.775078
ObjectId(60507de37c0bc3003c4e1020),2021-03-16T09:44:03.993Z,"3/16/2021, 4:44:03 PM",[],ObjectId(6048a2e17910af0028660756),13.727746,100.775078
ObjectId(60507f0f7c0bc3003c4e1030),2021-03-16T09:49:03.990Z,"3/16/2021, 4:49:03 PM",[],ObjectId(6048a2e17910af0028660756),13.72774,100.775078
ObjectId(6050803b7c0bc3003c4e1040),2021-03-16T09:54:03.966Z,"3/16/2021, 4:54:03 PM",[],ObjectId(6048a2e17910af0028660756),13.72773,100.775085
ObjectId(605081687c0bc3003c4e1050),2021-03-16T09:59:04.062Z,"3/16/2021, 4:59:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727729,100.775085
ObjectId(605082947c0bc3003c4e1060),2021-03-16T10:04:04.082Z,"3/16/2021, 5:04:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727728,100.775085
ObjectId(605083c07c0bc3003c4e1070),2021-03-16T10:09:04.136Z,"3/16/2021, 5:09:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727728,100.775085
ObjectId(605084ec7c0bc3003c4e1080),2021-03-16T10:14:04.099Z,"3/16/2021, 5:14:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727731,100.775085
ObjectId(605086187c0bc3003c4e1090),2021-03-16T10:19:04.223Z,"3/16/2021, 5:19:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727728,100.775085
ObjectId(605087447c0bc3003c4e10a0),2021-03-16T10:24:04.240Z,"3/16/2021, 5:24:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727608,100.775085
ObjectId(605088707c0bc3003c4e10b0),2021-03-16T10:29:04.269Z,"3/16/2021, 5:29:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727612,100.775085
ObjectId(6050899c7c0bc3003c4e10c0),2021-03-16T10:34:04.244Z,"3/16/2021, 5:34:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727615,100.775093
ObjectId(60508ac87c0bc3003c4e10d0),2021-03-16T10:39:04.344Z,"3/16/2021, 5:39:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727619,100.775093
ObjectId(60508bf47c0bc3003c4e10e0),2021-03-16T10:44:04.289Z,"3/16/2021, 5:44:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727622,100.775093
ObjectId(60508d207c0bc3003c4e10f0),2021-03-16T10:49:04.405Z,"3/16/2021, 5:49:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727625,100.775093
ObjectId(60508e4c7c0bc3003c4e1100),2021-03-16T10:54:04.435Z,"3/16/2021, 5:54:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727696,100.775116
ObjectId(60508f787c0bc3003c4e1110),2021-03-16T10:59:04.405Z,"3/16/2021, 5:59:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727699,100.775116
ObjectId(605090a57c0bc3003c4e1120),2021-03-16T11:04:05.077Z,"3/16/2021, 6:04:05 PM",[],ObjectId(6048a2e17910af0028660756),13.727654,100.775162
ObjectId(605092fd7c0bc3003c4e1130),2021-03-16T11:14:05.216Z,"3/16/2021, 6:14:05 PM",[],ObjectId(6048a2e17910af0028660756),13.727754,100.775078
ObjectId(605094287c0bc3003c4e1140),2021-03-16T11:19:04.764Z,"3/16/2021, 6:19:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727724,100.77507
ObjectId(605095547c0bc3003c4e1150),2021-03-16T11:24:04.727Z,"3/16/2021, 6:24:04 PM",[],ObjectId(6048a2e17910af0028660756),13.727722,100.775063
ObjectId(605096817c0bc3003c4e1160),2021-03-16T11:29:05.104Z,"3/16/2021, 6:29:05 PM",[],ObjectId(6048a2e17910af0028660756),13.727718,100.775078
ObjectId(605098d97c0bc3003c4e1170),2021-03-16T11:39:05.124Z,"3/16/2021, 6:39:05 PM",[],ObjectId(6048a2e17910af0028660756),13.727771,100.77504
ObjectId(60543b73c99a950031602ad6),2021-03-19T05:49:39.235Z,"3/19/2021, 12:49:39 PM",[],ObjectId(604b3a4f7c0bc3003c4e0ddf),13.75,103.51
ObjectId(60546667c99a950031602ae0),2021-03-19T08:52:55.631Z,"3/19/2021, 3:52:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727748,100.775093
ObjectId(60546793c99a950031602ae4),2021-03-19T08:57:55.373Z,"3/19/2021, 3:57:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727734,100.775093
ObjectId(605468bfc99a950031602ae8),2021-03-19T09:02:55.457Z,"3/19/2021, 4:02:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727736,100.775085
ObjectId(605469ebc99a950031602aec),2021-03-19T09:07:55.435Z,"3/19/2021, 4:07:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727736,100.775085
ObjectId(60546b17c99a950031602af0),2021-03-19T09:12:55.464Z,"3/19/2021, 4:12:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727736,100.775085
ObjectId(60546c43c99a950031602af4),2021-03-19T09:17:55.520Z,"3/19/2021, 4:17:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727705,100.775078
ObjectId(60546d6fc99a950031602af8),2021-03-19T09:22:55.517Z,"3/19/2021, 4:22:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727704,100.775078
ObjectId(60546e9bc99a950031602afc),2021-03-19T09:27:55.543Z,"3/19/2021, 4:27:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727641,100.775108
ObjectId(60546fc7c99a950031602b00),2021-03-19T09:32:55.575Z,"3/19/2021, 4:32:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727633,100.775116
ObjectId(60547220c99a950031602b04),2021-03-19T09:42:56.218Z,"3/19/2021, 4:42:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727686,100.775093
ObjectId(6054734bc99a950031602b08),2021-03-19T09:47:55.671Z,"3/19/2021, 4:47:55 PM",[],ObjectId(6048a2e17910af0028660756),13.72769,100.775093
ObjectId(60547477c99a950031602b0c),2021-03-19T09:52:55.677Z,"3/19/2021, 4:52:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727701,100.775093
ObjectId(605476d0c99a950031602b10),2021-03-19T10:02:56.241Z,"3/19/2021, 5:02:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727715,100.775063
ObjectId(605477fbc99a950031602b14),2021-03-19T10:07:55.785Z,"3/19/2021, 5:07:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727723,100.77507
ObjectId(60547927c99a950031602b18),2021-03-19T10:12:55.813Z,"3/19/2021, 5:12:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727725,100.77507
ObjectId(60547a54c99a950031602b1c),2021-03-19T10:17:56.385Z,"3/19/2021, 5:17:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727751,100.775078
ObjectId(60547b7fc99a950031602b20),2021-03-19T10:22:55.846Z,"3/19/2021, 5:22:55 PM",[],ObjectId(6048a2e17910af0028660756),13.728046,100.775208
ObjectId(60547cabc99a950031602b24),2021-03-19T10:27:55.888Z,"3/19/2021, 5:27:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727924,100.775169
ObjectId(60547dd7c99a950031602b28),2021-03-19T10:32:55.917Z,"3/19/2021, 5:32:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727898,100.775162
ObjectId(60547f03c99a950031602b2c),2021-03-19T10:37:55.934Z,"3/19/2021, 5:37:55 PM",[],ObjectId(6048a2e17910af0028660756),13.727882,100.775154
ObjectId(60548030c99a950031602b30),2021-03-19T10:42:56.041Z,"3/19/2021, 5:42:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727835,100.775116
ObjectId(60548289c99a950031602b34),2021-03-19T10:52:57.866Z,"3/19/2021, 5:52:57 PM",[],ObjectId(6048a2e17910af0028660756),13.727805,100.775085
ObjectId(605483b4c99a950031602b38),2021-03-19T10:57:56.042Z,"3/19/2021, 5:57:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727779,100.775078
ObjectId(605484e0c99a950031602b3c),2021-03-19T11:02:56.121Z,"3/19/2021, 6:02:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727749,100.775085
ObjectId(6054860cc99a950031602b40),2021-03-19T11:07:56.172Z,"3/19/2021, 6:07:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727614,100.775139
ObjectId(60548738c99a950031602b44),2021-03-19T11:12:56.269Z,"3/19/2021, 6:12:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727669,100.775108
ObjectId(60548abcc99a950031602b48),2021-03-19T11:27:56.881Z,"3/19/2021, 6:27:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727641,100.775101
ObjectId(60548d14c99a950031602b4c),2021-03-19T11:37:56.845Z,"3/19/2021, 6:37:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727722,100.775055
ObjectId(60548e40c99a950031602b50),2021-03-19T11:42:56.334Z,"3/19/2021, 6:42:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727723,100.775055
ObjectId(60548f6cc99a950031602b54),2021-03-19T11:47:56.440Z,"3/19/2021, 6:47:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727729,100.775047
ObjectId(60549098c99a950031602b58),2021-03-19T11:52:56.403Z,"3/19/2021, 6:52:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727723,100.775055
ObjectId(605491c4c99a950031602b5c),2021-03-19T11:57:56.556Z,"3/19/2021, 6:57:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727759,100.77504
ObjectId(605492f0c99a950031602b60),2021-03-19T12:02:56.473Z,"3/19/2021, 7:02:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727759,100.77504
ObjectId(605498ccc99a950031602b64),2021-03-19T12:27:56.986Z,"3/19/2021, 7:27:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727737,100.775101
ObjectId(605499f8c99a950031602b67),2021-03-19T12:32:56.483Z,"3/19/2021, 7:32:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727695,100.775093
ObjectId(60549b24c99a950031602b69),2021-03-19T12:37:56.663Z,"3/19/2021, 7:37:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727695,100.775085
ObjectId(60549c50c99a950031602b6c),2021-03-19T12:42:56.428Z,"3/19/2021, 7:42:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727718,100.775085
ObjectId(60549d7cc99a950031602b6d),2021-03-19T12:47:56.492Z,"3/19/2021, 7:47:56 PM",[],ObjectId(6048a2e17910af0028660756),13.727718,100.775085
ObjectId(6057fe98c99a950031602b6e),2021-03-22T02:19:04.971Z,"3/22/2021, 9:19:04 AM",[],ObjectId(6048a2e17910af0028660756),13.727677,100.775108
ObjectId(6057ffc4c99a950031602b6f),2021-03-22T02:24:04.546Z,"3/22/2021, 9:24:04 AM",[],ObjectId(6048a2e17910af0028660756),13.727715,100.775116
ObjectId(605800f0c99a950031602b70),2021-03-22T02:29:04.972Z,"3/22/2021, 9:29:04 AM",[],ObjectId(6048a2e17910af0028660756),13.727732,100.775078
ObjectId(6058021cc99a950031602b74),2021-03-22T02:34:04.879Z,"3/22/2021, 9:34:04 AM",[],ObjectId(6048a2e17910af0028660756),13.727745,100.775055
ObjectId(60580348c99a950031602b78),2021-03-22T02:39:04.905Z,"3/22/2021, 9:39:04 AM",[],ObjectId(6048a2e17910af0028660756),13.72777,100.775055
ObjectId(60580474c99a950031602b7c),2021-03-22T02:44:04.940Z,"3/22/2021, 9:44:04 AM",[],ObjectId(6048a2e17910af0028660756),13.72771,100.775093
ObjectId(6058087dc99a950031602b80),2021-03-22T03:01:17.407Z,"3/22/2021, 10:01:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727709,100.775047
ObjectId(605809a8c99a950031602b84),2021-03-22T03:06:16.722Z,"3/22/2021, 10:06:16 AM",[],ObjectId(6048a2e17910af0028660756),13.727706,100.77507
ObjectId(60580ad4c99a950031602b86),2021-03-22T03:11:16.877Z,"3/22/2021, 10:11:16 AM",[],ObjectId(6048a2e17910af0028660756),13.727765,100.775063
ObjectId(60580c00c99a950031602b88),2021-03-22T03:16:16.790Z,"3/22/2021, 10:16:16 AM",[],ObjectId(6048a2e17910af0028660756),13.727782,100.77504
ObjectId(60580d2cc99a950031602b8a),2021-03-22T03:21:16.881Z,"3/22/2021, 10:21:16 AM",[],ObjectId(6048a2e17910af0028660756),13.727774,100.775047
ObjectId(60580e58c99a950031602b8c),2021-03-22T03:26:16.870Z,"3/22/2021, 10:26:16 AM",[],ObjectId(6048a2e17910af0028660756),13.727771,100.775047
ObjectId(60580f84c99a950031602b8e),2021-03-22T03:31:16.923Z,"3/22/2021, 10:31:16 AM",[],ObjectId(6048a2e17910af0028660756),13.727779,100.775055
ObjectId(605810b0c99a950031602b90),2021-03-22T03:36:16.876Z,"3/22/2021, 10:36:16 AM",[],ObjectId(6048a2e17910af0028660756),13.727797,100.775063
ObjectId(605811ddc99a950031602b92),2021-03-22T03:41:17.009Z,"3/22/2021, 10:41:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727774,100.775055
ObjectId(60581308c99a950031602b94),2021-03-22T03:46:16.944Z,"3/22/2021, 10:46:16 AM",[],ObjectId(6048a2e17910af0028660756),13.727736,100.775085
ObjectId(60581435c99a950031602b96),2021-03-22T03:51:17.119Z,"3/22/2021, 10:51:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727757,100.775063
ObjectId(60581561c99a950031602b98),2021-03-22T03:56:16.998Z,"3/22/2021, 10:56:16 AM",[],ObjectId(6048a2e17910af0028660756),13.727707,100.775063
ObjectId(6058168dc99a950031602b9a),2021-03-22T04:01:17.760Z,"3/22/2021, 11:01:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727714,100.775063
ObjectId(605817b9c99a950031602b9c),2021-03-22T04:06:17.151Z,"3/22/2021, 11:06:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727735,100.77507
ObjectId(605818e5c99a950031602b9e),2021-03-22T04:11:17.084Z,"3/22/2021, 11:11:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727723,100.775078
ObjectId(60581a11c99a950031602ba0),2021-03-22T04:16:17.189Z,"3/22/2021, 11:16:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727725,100.775078
ObjectId(60581b3dc99a950031602ba2),2021-03-22T04:21:17.136Z,"3/22/2021, 11:21:17 AM",[],ObjectId(6048a2e17910af0028660756),13.72773,100.775078
ObjectId(60581c69c99a950031602ba4),2021-03-22T04:26:17.234Z,"3/22/2021, 11:26:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727782,100.775085
ObjectId(60581d95c99a950031602ba6),2021-03-22T04:31:17.184Z,"3/22/2021, 11:31:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727783,100.775085
ObjectId(60581ec1c99a950031602ba8),2021-03-22T04:36:17.312Z,"3/22/2021, 11:36:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727704,100.775078
ObjectId(60581fedc99a950031602baa),2021-03-22T04:41:17.314Z,"3/22/2021, 11:41:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727709,100.775078
ObjectId(60582119c99a950031602bac),2021-03-22T04:46:17.348Z,"3/22/2021, 11:46:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727697,100.775078
ObjectId(60582245c99a950031602bae),2021-03-22T04:51:17.340Z,"3/22/2021, 11:51:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727697,100.775078
ObjectId(60582371c99a950031602bb0),2021-03-22T04:56:17.432Z,"3/22/2021, 11:56:17 AM",[],ObjectId(6048a2e17910af0028660756),13.727707,100.775063
ObjectId(6058249dc99a950031602bb2),2021-03-22T05:01:17.920Z,"3/22/2021, 12:01:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727729,100.775055
ObjectId(605825c9c99a950031602bb4),2021-03-22T05:06:17.394Z,"3/22/2021, 12:06:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727729,100.775055
ObjectId(605826f5c99a950031602bb6),2021-03-22T05:11:17.515Z,"3/22/2021, 12:11:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727699,100.775047
ObjectId(60582822c99a950031602bb8),2021-03-22T05:16:18.037Z,"3/22/2021, 12:16:18 PM",[],ObjectId(6048a2e17910af0028660756),13.727794,100.775009
ObjectId(6058294dc99a950031602bba),2021-03-22T05:21:17.477Z,"3/22/2021, 12:21:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727789,100.775009
ObjectId(60582a79c99a950031602bbc),2021-03-22T05:26:17.616Z,"3/22/2021, 12:26:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727783,100.775017
ObjectId(60582ba5c99a950031602bbe),2021-03-22T05:31:17.604Z,"3/22/2021, 12:31:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727751,100.775032
ObjectId(60582cd1c99a950031602bc0),2021-03-22T05:36:17.639Z,"3/22/2021, 12:36:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727749,100.775032
ObjectId(60582dfdc99a950031602bc2),2021-03-22T05:41:17.647Z,"3/22/2021, 12:41:17 PM",[],ObjectId(6048a2e17910af0028660756),13.72774,100.77504
ObjectId(60582f29c99a950031602bc4),2021-03-22T05:46:17.691Z,"3/22/2021, 12:46:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727731,100.77504
ObjectId(60583055c99a950031602bc6),2021-03-22T05:51:17.658Z,"3/22/2021, 12:51:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727725,100.775047
ObjectId(60583181c99a950031602bc8),2021-03-22T05:56:17.756Z,"3/22/2021, 12:56:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727679,100.775101
ObjectId(605832adc99a950031602bca),2021-03-22T06:01:17.726Z,"3/22/2021, 1:01:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727639,100.775093
ObjectId(605833d9c99a950031602bcc),2021-03-22T06:06:17.824Z,"3/22/2021, 1:06:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727647,100.775093
ObjectId(60583505c99a950031602bce),2021-03-22T06:11:17.829Z,"3/22/2021, 1:11:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727653,100.775093
ObjectId(60583632c99a950031602bd0),2021-03-22T06:16:18.324Z,"3/22/2021, 1:16:18 PM",[],ObjectId(6048a2e17910af0028660756),13.727633,100.775093
ObjectId(6058375dc99a950031602bd2),2021-03-22T06:21:17.905Z,"3/22/2021, 1:21:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727715,100.775108
ObjectId(60583889c99a950031602bd4),2021-03-22T06:26:17.869Z,"3/22/2021, 1:26:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727723,100.775108
ObjectId(605839b5c99a950031602bd6),2021-03-22T06:31:17.893Z,"3/22/2021, 1:31:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727726,100.775108
ObjectId(60583ae2c99a950031602bd8),2021-03-22T06:36:18.013Z,"3/22/2021, 1:36:18 PM",[],ObjectId(6048a2e17910af0028660756),13.727718,100.775085
ObjectId(60583c0dc99a950031602bda),2021-03-22T06:41:17.944Z,"3/22/2021, 1:41:17 PM",[],ObjectId(6048a2e17910af0028660756),13.727727,100.77507
ObjectId(60583d3ac99a950031602bdc),2021-03-22T06:46:18.040Z,"3/22/2021, 1:46:18 PM",[],ObjectId(6048a2e17910af0028660756),13.727725,100.77507
